CÓDIGO DO ALIMENTO,DESCRIÇÃO DO ALIMENTO,CÓDIGO DA PREPARAÇÃO,DESCRIÇÃO DA PREPARAÇÃO,CÓDIGO DO TIPO DE MEDIDA,DESCRIÇÃO DO TIPO DE MEDIDA,CÓDIGO DO TIPO DE MEDIDA PADRÃO,DESCRIÇÃO DO TIPO DE MEDIDA PADRÃO,QUANTIDADE    EM            GRAMAS,CÓDIGO DA FONTE DE REFERÊNCIA,DESCRIÇÃO DO ALIMENTO NA REFERÊNCIA
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,9,CANECA,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,10,CANECO,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,12,COLHER DE ARROZ/SERVIR,45,1,Arroz cozido - colher de arroz cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,13,COLHER DE CAFE,12,COLHER DE ARROZ/SERVIR,3.1,1,Arroz cozido - 1/8 colher de sopa cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,14,COLHER DE CHA,12,COLHER DE ARROZ/SERVIR,6.3,1,Arroz cozido - 1/4 colher de sopa cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,15,COLHER DE SOBREMESA,12,COLHER DE ARROZ/SERVIR,12.5,1,Arroz cozido - 1/2 colher de sopa cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,16,COLHER DE SOPA,12,COLHER DE ARROZ/SERVIR,25,1,Arroz cozido - colher de sopa cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,17,CONCHA,12,COLHER DE ARROZ/SERVIR,100,1,Arroz cozido - concha média cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,18,COPO AMERICANO,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,21,COPO GRANDE,12,COLHER DE ARROZ/SERVIR,200,1,Arroz cozido - prato fundo cheio
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,22,COPO MEDIO,12,COLHER DE ARROZ/SERVIR,200,1,Arroz cozido - prato fundo cheio
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,28,ESCUMADEIRA,12,COLHER DE ARROZ/SERVIR,85,1,Arroz cozido - escumadeira média cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,35,GARFADA,12,COLHER DE ARROZ/SERVIR,25,1,Arroz cozido - colher de sopa cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,68,GRAMA,12,COLHER DE ARROZ/SERVIR,1,15,Grama
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,82,PEGADOR,12,COLHER DE ARROZ/SERVIR,25,1,Arroz cozido - colher de sopa cheia
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,87,PORCAO,12,COLHER DE ARROZ/SERVIR,125,2,Arroz branco cozido - porção Guia Alimentar
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,90,POTE,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,91,PRATO DE SOBREMESA,12,COLHER DE ARROZ/SERVIR,50,1,Arroz - 1/2 prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,92,PRATO FUNDO,12,COLHER DE ARROZ/SERVIR,200,1,Arroz cozido - prato fundo cheio
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,93,PRATO RASO,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,94,QUILO,12,COLHER DE ARROZ/SERVIR,1000,15,Quilo
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,102,TIGELA,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300101,"ARROZ (POLIDO, PARBOILIZADO)",99,NAO SE APLICA,106,XICARA DE CHA,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,9,CANECA,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,12,COLHER DE ARROZ/SERVIR,63,1,Arroz integral cozido - colher de arroz cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,14,COLHER DE CHA,12,COLHER DE ARROZ/SERVIR,5,1,Arroz integral cozido - 1/4 colher de sopa cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,15,COLHER DE SOBREMESA,12,COLHER DE ARROZ/SERVIR,10,1,Arroz integral cozido - 1/2 colher de sopa cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,16,COLHER DE SOPA,12,COLHER DE ARROZ/SERVIR,20,1,Arroz integral cozido - colher de sopa cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,17,CONCHA,12,COLHER DE ARROZ/SERVIR,117,1,Arroz integral cozido - concha média cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,28,ESCUMADEIRA,12,COLHER DE ARROZ/SERVIR,59,1,Arroz integral cozido - escumadeira média cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,68,GRAMA,12,COLHER DE ARROZ/SERVIR,1,15,Grama
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,82,PEGADOR,12,COLHER DE ARROZ/SERVIR,20,1,Arroz integral cozido - colher de sopa cheia
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,87,PORCAO,12,COLHER DE ARROZ/SERVIR,198,2,Arroz integral cozido - porção Guia Alimentar
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,91,PRATO DE SOBREMESA,12,COLHER DE ARROZ/SERVIR,50,1,Arroz - 1/2 prato fundo raso
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,92,PRATO FUNDO,12,COLHER DE ARROZ/SERVIR,200,1,Arroz cozido - prato fundo cheio
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,93,PRATO RASO,12,COLHER DE ARROZ/SERVIR,100,1,Arroz - prato fundo raso
6300201,ARROZ INTEGRAL,99,NAO SE APLICA,94,QUILO,12,COLHER DE ARROZ/SERVIR,1000,15,Quilo
6300701,MILHO EM GRAO,1,CRU(A),15,COLHER DE SOBREMESA,16,COLHER DE SOPA,17,1,Milho verde enlatado - colher de sobremesa cheia
6300701,MILHO EM GRAO,1,CRU(A),16,COLHER DE SOPA,16,COLHER DE SOPA,24,1,Milho verde enlatado - colher de sopa cheia
6300701,MILHO EM GRAO,1,CRU(A),68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6300701,MILHO EM GRAO,1,CRU(A),94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6300701,MILHO EM GRAO,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,16,COLHER DE SOPA,38,1,Ervilha enlatada - colher de arroz cheia
6300701,MILHO EM GRAO,2,CROZIDO(A),15,COLHER DE SOBREMESA,16,COLHER DE SOPA,17,1,Milho verde enlatado - colher de sobremesa cheia
6300701,MILHO EM GRAO,2,CROZIDO(A),16,COLHER DE SOPA,16,COLHER DE SOPA,24,1,Milho verde enlatado - colher de sopa cheia
6300701,MILHO EM GRAO,2,CROZIDO(A),28,ESCUMADEIRA,16,COLHER DE SOPA,38,1,Ervilha enlatada - colher de arroz cheia
6300701,MILHO EM GRAO,2,CROZIDO(A),31,ESPIGA,16,COLHER DE SOPA,100,1,Milho verde - espiga grande
6300701,MILHO EM GRAO,2,CROZIDO(A),68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6300701,MILHO EM GRAO,2,CROZIDO(A),81,PEDACO,16,COLHER DE SOPA,50,1,Milho verde - 1/2 espiga grande
6300701,MILHO EM GRAO,2,CROZIDO(A),87,PORCAO,16,COLHER DE SOPA,100,2,Milho verde em espiga - porção Guia Alimentar
6300701,MILHO EM GRAO,2,CROZIDO(A),94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6300701,MILHO EM GRAO,2,CROZIDO(A),103,UNIDADE,16,COLHER DE SOPA,100,1,Milho verde - espiga grande
6300701,MILHO EM GRAO,2,CROZIDO(A),104,UNIDADE PEQUENA,16,COLHER DE SOPA,50,1,Milho verde - 50% espiga grande
6300701,MILHO EM GRAO,3,GRELHADO(A)/BRASA/CHURRASCO,31,ESPIGA,31,ESPIGA,100,1,Milho verde - espiga grande
6300701,MILHO EM GRAO,3,GRELHADO(A)/BRASA/CHURRASCO,68,GRAMA,31,ESPIGA,1,15,Grama
6300701,MILHO EM GRAO,3,GRELHADO(A)/BRASA/CHURRASCO,94,QUILO,31,ESPIGA,1000,15,Quilo
6300701,MILHO EM GRAO,4,ASSADO(A),31,ESPIGA,31,ESPIGA,100,1,Milho verde - espiga grande
6300701,MILHO EM GRAO,4,ASSADO(A),68,GRAMA,31,ESPIGA,1,15,Grama
6300701,MILHO EM GRAO,4,ASSADO(A),81,PEDACO,31,ESPIGA,50,1,Milho verde - 1/2 espiga grande
6300701,MILHO EM GRAO,4,ASSADO(A),94,QUILO,31,ESPIGA,1000,15,Quilo
6300701,MILHO EM GRAO,4,ASSADO(A),103,UNIDADE,31,ESPIGA,100,1,Milho verde - espiga grande
6300701,MILHO EM GRAO,7,REFOGADO(A),12,COLHER DE ARROZ/SERVIR,16,COLHER DE SOPA,38,1,Ervilha enlatada - colher de arroz cheia
6300701,MILHO EM GRAO,7,REFOGADO(A),16,COLHER DE SOPA,16,COLHER DE SOPA,24,1,Milho verde enlatado - colher de sopa cheia
6300701,MILHO EM GRAO,7,REFOGADO(A),17,CONCHA,16,COLHER DE SOPA,76,1,Ervilha enlatada - 2 colheres de arroz cheia
6300701,MILHO EM GRAO,7,REFOGADO(A),68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6300701,MILHO EM GRAO,7,REFOGADO(A),87,PORCAO,16,COLHER DE SOPA,100,2,Milho verde em espiga - porção Guia Alimentar
6300701,MILHO EM GRAO,7,REFOGADO(A),94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6300701,MILHO EM GRAO,13,ENSOPADO,16,COLHER DE SOPA,16,COLHER DE SOPA,24,1,Milho verde enlatado - colher de sopa cheia
6300701,MILHO EM GRAO,13,ENSOPADO,17,CONCHA,16,COLHER DE SOPA,76,1,Ervilha enlatada - 2 colheres de arroz cheia
6300701,MILHO EM GRAO,13,ENSOPADO,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6300701,MILHO EM GRAO,13,ENSOPADO,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6300701,MILHO EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,16,COLHER DE SOPA,24,1,Milho verde enlatado - colher de sopa cheia
6300701,MILHO EM GRAO,99,NAO SE APLICA,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6300701,MILHO EM GRAO,99,NAO SE APLICA,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6300706,CANJIQUINHA DE MILHO EM GRAO,1,CRU(A),68,GRAMA,87,PORCAO,1,15,Grama
6300706,CANJIQUINHA DE MILHO EM GRAO,1,CRU(A),87,PORCAO,87,PORCAO,105,2,Angu - porção Guia Alimentar
6300706,CANJIQUINHA DE MILHO EM GRAO,1,CRU(A),94,QUILO,87,PORCAO,1000,15,Quilo
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),12,COLHER DE ARROZ/SERVIR,17,CONCHA,60,1,Angu - colher de arroz cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),15,COLHER DE SOBREMESA,17,CONCHA,17.5,1,Angu - colher de sopa cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),16,COLHER DE SOPA,17,CONCHA,35,1,Angu - colher de sopa cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),17,CONCHA,17,CONCHA,150,1,Angu - concha média cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),68,GRAMA,17,CONCHA,1,15,Grama
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),81,PEDACO,17,CONCHA,150,1,Angu - pedaço médio
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),87,PORCAO,17,CONCHA,105,2,Angu - porção Guia Alimentar
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),92,PRATO FUNDO,17,CONCHA,500,1,Angu - prato fundo
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),93,PRATO RASO,17,CONCHA,300,1,Angu - prato raso
6300706,CANJIQUINHA DE MILHO EM GRAO,2,CROZIDO(A),94,QUILO,17,CONCHA,1000,15,Quilo
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,12,COLHER DE ARROZ/SERVIR,17,CONCHA,60,1,Angu - colher de arroz cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,16,COLHER DE SOPA,17,CONCHA,35,1,Angu - colher de sopa cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,17,CONCHA,17,CONCHA,150,1,Angu - concha média cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,68,GRAMA,17,CONCHA,1,15,Grama
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,92,PRATO FUNDO,17,CONCHA,500,1,Angu - prato fundo
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,93,PRATO RASO,17,CONCHA,300,1,Angu - prato raso
6300706,CANJIQUINHA DE MILHO EM GRAO,13,ENSOPADO,94,QUILO,17,CONCHA,1000,15,Quilo
6300706,CANJIQUINHA DE MILHO EM GRAO,14,MINGAU,16,COLHER DE SOPA,16,COLHER DE SOPA,35,1,Angu - colher de sopa cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,14,MINGAU,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6300706,CANJIQUINHA DE MILHO EM GRAO,14,MINGAU,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6300706,CANJIQUINHA DE MILHO EM GRAO,15,SOPA,68,GRAMA,92,PRATO FUNDO,1,15,Grama
6300706,CANJIQUINHA DE MILHO EM GRAO,15,SOPA,92,PRATO FUNDO,92,PRATO FUNDO,500,1,Angu - prato fundo
6300706,CANJIQUINHA DE MILHO EM GRAO,15,SOPA,94,QUILO,92,PRATO FUNDO,1000,15,Quilo
6300706,CANJIQUINHA DE MILHO EM GRAO,99,NAO SE APLICA,17,CONCHA,17,CONCHA,150,1,Angu - concha média cheia
6300706,CANJIQUINHA DE MILHO EM GRAO,99,NAO SE APLICA,68,GRAMA,17,CONCHA,1,15,Grama
6300706,CANJIQUINHA DE MILHO EM GRAO,99,NAO SE APLICA,94,QUILO,17,CONCHA,1000,15,Quilo
6300707,XEREM DE MILHO,99,NAO SE APLICA,16,COLHER DE SOPA,92,PRATO FUNDO,25,1,Canjica - colher de sopa cheia
6300707,XEREM DE MILHO,99,NAO SE APLICA,17,CONCHA,92,PRATO FUNDO,120,1,Canjica - concha média cheia
6300707,XEREM DE MILHO,99,NAO SE APLICA,68,GRAMA,92,PRATO FUNDO,1,15,Grama
6300707,XEREM DE MILHO,99,NAO SE APLICA,91,PRATO DE SOBREMESA,92,PRATO FUNDO,150,1,Canjica - 1/2 prato raso cheio
6300707,XEREM DE MILHO,99,NAO SE APLICA,92,PRATO FUNDO,92,PRATO FUNDO,460,1,Canjica - prato fundo
6300707,XEREM DE MILHO,99,NAO SE APLICA,93,PRATO RASO,92,PRATO FUNDO,300,1,Canjica - prato raso cheio
6300707,XEREM DE MILHO,99,NAO SE APLICA,94,QUILO,92,PRATO FUNDO,1000,15,Quilo
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,2,BAGO,80,PACOTE,0.8,1,Amendoim torrado com sal - unidade
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,16,COLHER DE SOPA,80,PACOTE,17,1,Amendoim torrado com sal - colher de sopa
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,68,GRAMA,80,PACOTE,1,15,Grama
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,80,PACOTE,80,PACOTE,50,1,Amendoim torrado com sal - pacote pequeno
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,87,PORCAO,80,PACOTE,9,3,Amendoim torrado - porção Guia Alimentar
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,88,PUNHADO,80,PACOTE,30,1,Amendoim torrado com sal - punhado
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,94,QUILO,80,PACOTE,1000,15,Quilo
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,98,SACO,80,PACOTE,50,1,Amendoim torrado com sal - pacote pequeno
6301001,AMENDOIM (EM GRAO) (IN NATURA),99,NAO SE APLICA,103,UNIDADE,80,PACOTE,0.8,1,Amendoim torrado com sal - unidade
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,16,COLHER DE SOPA,38,1,Ervilha enlatada - colher de arroz cheia
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,15,COLHER DE SOBREMESA,16,COLHER DE SOPA,13,1,Ervilha enlatada - colher de sobremesa cheia
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,16,COLHER DE SOPA,27,1,Ervilha enlatada - colher de sopa cheia
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,17,CONCHA,16,COLHER DE SOPA,140,1,Feijão branco cozido - concha média cheia
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,87,PORCAO,16,COLHER DE SOPA,72.5,2,Ervilha seca cozida - porção Guia Alimentar
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,92,PRATO FUNDO,16,COLHER DE SOPA,114,1,Ervilha enlatada - 3 colheres de arroz cheias
6301101,ERVILHA EM GRAO,99,NAO SE APLICA,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6301201,FAVA EM GRAO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17,CONCHA,35,1,Feijão branco cozido - colher de arroz cheia
6301201,FAVA EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,17,CONCHA,17,1,Feijão branco cozido - colher de sopa cheia
6301201,FAVA EM GRAO,99,NAO SE APLICA,17,CONCHA,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301201,FAVA EM GRAO,99,NAO SE APLICA,28,ESCUMADEIRA,17,CONCHA,35,1,Feijão branco cozido - colher de arroz cheia
6301201,FAVA EM GRAO,99,NAO SE APLICA,68,GRAMA,17,CONCHA,1,15,Grama
6301201,FAVA EM GRAO,99,NAO SE APLICA,91,PRATO DE SOBREMESA,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301201,FAVA EM GRAO,99,NAO SE APLICA,92,PRATO FUNDO,17,CONCHA,280,1,Feijão branco cozido - 2 conchas média cheias
6301201,FAVA EM GRAO,99,NAO SE APLICA,93,PRATO RASO,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301201,FAVA EM GRAO,99,NAO SE APLICA,94,QUILO,17,CONCHA,1000,15,Quilo
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17,CONCHA,35,1,Feijão branco cozido - colher de arroz cheia
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,14,COLHER DE CHA,17,CONCHA,4.3,1,Feijão branco cozido - 1/4 colher de sopa cheia
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,16,COLHER DE SOPA,17,CONCHA,17,1,Feijão branco cozido - colher de sopa cheia
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,17,CONCHA,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,28,ESCUMADEIRA,17,CONCHA,35,1,Feijão branco cozido - colher de arroz cheia
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,68,GRAMA,17,CONCHA,1,15,Grama
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,87,PORCAO,17,CONCHA,50,2,Feijão cozido (somente grãos) - porção Guia Alimentar
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,92,PRATO FUNDO,17,CONCHA,280,1,Feijão branco cozido - 2 conchas média cheias
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,93,PRATO RASO,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301603,FEIJAO DE CORDA,99,NAO SE APLICA,94,QUILO,17,CONCHA,1000,15,Quilo
6301634,FEIJAO VERDE,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17,CONCHA,35,1,Feijão branco cozido - colher de arroz cheia
6301634,FEIJAO VERDE,99,NAO SE APLICA,16,COLHER DE SOPA,17,CONCHA,17,1,Feijão branco cozido - colher de sopa cheia
6301634,FEIJAO VERDE,99,NAO SE APLICA,17,CONCHA,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301634,FEIJAO VERDE,99,NAO SE APLICA,28,ESCUMADEIRA,17,CONCHA,35,1,Feijão branco cozido - colher de arroz cheia
6301634,FEIJAO VERDE,99,NAO SE APLICA,68,GRAMA,17,CONCHA,1,15,Grama
6301634,FEIJAO VERDE,99,NAO SE APLICA,87,PORCAO,17,CONCHA,50,2,Feijão cozido (somente grãos) - porção Guia Alimentar
6301634,FEIJAO VERDE,99,NAO SE APLICA,93,PRATO RASO,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6301634,FEIJAO VERDE,99,NAO SE APLICA,94,QUILO,17,CONCHA,1000,15,Quilo
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,13,COLHER DE CAFE,16,COLHER DE SOPA,0.4,14,Semente de linhaça - 1/4 colher de sobremesa
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,14,COLHER DE CHA,16,COLHER DE SOPA,1.5,14,Semente de linhaça - 1/2 colher de sobremesa
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,15,COLHER DE SOBREMESA,16,COLHER DE SOPA,3,14,Semente de linhaça - colher de sobremesa
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,16,COLHER DE SOPA,16,COLHER DE SOPA,13,14,Semente de linhaça - colher de sopa
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,87,PORCAO,16,COLHER DE SOPA,26,14,Semente de linhaça - 2 colheres de sopa
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,93,PRATO RASO,16,COLHER DE SOPA,26,14,Semente de linhaça - 2 colheres de sopa
6302001,SEMENTE DE LINHACA,99,NAO SE APLICA,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6302602,ANDU,99,NAO SE APLICA,16,COLHER DE SOPA,17,CONCHA,17,1,Feijão branco cozido - colher de sopa cheia
6302602,ANDU,99,NAO SE APLICA,17,CONCHA,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6302602,ANDU,99,NAO SE APLICA,68,GRAMA,17,CONCHA,1,15,Grama
6302602,ANDU,99,NAO SE APLICA,93,PRATO RASO,17,CONCHA,140,1,Feijão branco cozido - concha média cheia
6302602,ANDU,99,NAO SE APLICA,94,QUILO,17,CONCHA,1000,15,Quilo
6302801,GRAO DE BICO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,16,COLHER DE SOPA,45,1,Grão de bico - colher de arroz cheia
6302801,GRAO DE BICO,99,NAO SE APLICA,16,COLHER DE SOPA,16,COLHER DE SOPA,22,1,Grão de bico - colher de sopa cheia
6302801,GRAO DE BICO,99,NAO SE APLICA,17,CONCHA,16,COLHER DE SOPA,120,1,Grão de bico - concha média cheia
6302801,GRAO DE BICO,99,NAO SE APLICA,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6302801,GRAO DE BICO,99,NAO SE APLICA,82,PEGADOR,16,COLHER DE SOPA,22,1,Grão de bico - colher de sopa cheia
6302801,GRAO DE BICO,99,NAO SE APLICA,87,PORCAO,16,COLHER DE SOPA,36,2,Grão de bico cozido - porção Guia Alimentar
6302801,GRAO DE BICO,99,NAO SE APLICA,92,PRATO FUNDO,16,COLHER DE SOPA,240,1,Grão de bico - 2 conchas média cheias
6302801,GRAO DE BICO,99,NAO SE APLICA,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6302801,GRAO DE BICO,99,NAO SE APLICA,106,XICARA DE CHA,16,COLHER DE SOPA,120,1,Grão de bico - concha média cheia
6302901,LENTILHA,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,17,CONCHA,32,1,Lentilha cozida - colher de arroz
6302901,LENTILHA,99,NAO SE APLICA,16,COLHER DE SOPA,17,CONCHA,18,1,Lentilha cozida - colher de sopa
6302901,LENTILHA,99,NAO SE APLICA,17,CONCHA,17,CONCHA,160,1,Lentilha cozida - concha média cheia
6302901,LENTILHA,99,NAO SE APLICA,28,ESCUMADEIRA,17,CONCHA,32,1,Lentilha cozida - colher de arroz
6302901,LENTILHA,99,NAO SE APLICA,68,GRAMA,17,CONCHA,1,15,Grama
6302901,LENTILHA,99,NAO SE APLICA,87,PORCAO,17,CONCHA,48,2,Lentilha cozida - porção Guia Alimentar
6302901,LENTILHA,99,NAO SE APLICA,92,PRATO FUNDO,17,CONCHA,320,1,Lentilha cozida - 2 conchas média cheias
6302901,LENTILHA,99,NAO SE APLICA,93,PRATO RASO,17,CONCHA,160,1,Lentilha cozida - concha média cheia
6302901,LENTILHA,99,NAO SE APLICA,94,QUILO,17,CONCHA,1000,15,Quilo
6302901,LENTILHA,99,NAO SE APLICA,102,TIGELA,17,CONCHA,160,1,Lentilha cozida - concha média cheia
6303001,SOJA EM GRAO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,16,COLHER DE SOPA,28.7,2,Soja cozida (somente grãos) - colher de servir
6303001,SOJA EM GRAO,99,NAO SE APLICA,15,COLHER DE SOBREMESA,16,COLHER DE SOPA,12,1,Soja proteína texturizada fina reidratada - 1/2 colher de sopa cheia
6303001,SOJA EM GRAO,99,NAO SE APLICA,16,COLHER DE SOPA,16,COLHER DE SOPA,24,1,Soja proteína texturizada fina reidratada - colher de sopa cheia
6303001,SOJA EM GRAO,99,NAO SE APLICA,17,CONCHA,16,COLHER DE SOPA,57.4,2,Soja cozida (somente grãos) - 2 colheres de servir
6303001,SOJA EM GRAO,99,NAO SE APLICA,28,ESCUMADEIRA,16,COLHER DE SOPA,28.7,2,Soja cozida (somente grãos) - colher de servir
6303001,SOJA EM GRAO,99,NAO SE APLICA,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
