CÓDIGO DO ALIMENTO,DESCRIÇÃO DO ALIMENTO,CÓDIGO DA PREPARAÇÃO,DESCRIÇÃO DA PREPARAÇÃO,CÓDIGO DO TIPO DE MEDIDA,DESCRIÇÃO DO TIPO DE MEDIDA,CÓDIGO DO TIPO DE MEDIDA PADRÃO,DESCRIÇÃO DO TIPO DE MEDIDA PADRÃO,QUANTIDADE    EM            GRAMAS,CÓDIGO DA FONTE DE REFERÊNCIA,DESCRIÇÃO DO ALIMENTO NA REFERÊNCIA
6802001,"LIMAO (COMUM, GALEGO, ETC)",99,NAO SE APLICA,87,PORCAO,103,UNIDADE,252,2,Limão - porção Guia Alimentar
6802001,"LIMAO (COMUM, GALEGO, ETC)",99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802001,"LIMAO (COMUM, GALEGO, ETC)",99,NAO SE APLICA,96,RODELA,103,UNIDADE,16.8,2,Limão - 1/5 unidade
6802001,"LIMAO (COMUM, GALEGO, ETC)",99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,84,2,Limão - unidade
6802201,TANGERINA,99,NAO SE APLICA,2,BAGO,103,UNIDADE,16.9,1,Tangerina - 1/8 da unidade média
6802201,TANGERINA,99,NAO SE APLICA,18,COPO AMERICANO,103,UNIDADE,62.5,15,Diluição para o preparo de 1 copo americano
6802201,TANGERINA,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6802201,TANGERINA,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6802201,TANGERINA,99,NAO SE APLICA,67,GOMO,103,UNIDADE,16.9,1,Tangerina - 1/8 da unidade média
6802201,TANGERINA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802201,TANGERINA,99,NAO SE APLICA,78,METADE,103,UNIDADE,67.5,1,Tangerina - 1/2 unidade média
6802201,TANGERINA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802201,TANGERINA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,135,1,Tangerina - unidade média
6802201,TANGERINA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,100,1,Tangerina - unidade pequena
6802202,MEXERICA,99,NAO SE APLICA,67,GOMO,103,UNIDADE,16.9,1,Tangerina - 1/8 da unidade média
6802202,MEXERICA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802202,MEXERICA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802202,MEXERICA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,135,1,Tangerina - unidade média
6802202,MEXERICA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,100,1,Tangerina - unidade pequena
6802217,BERGAMOTA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802217,BERGAMOTA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802217,BERGAMOTA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,135,1,Tangerina - unidade média
6802217,BERGAMOTA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,100,1,Tangerina - unidade pequena
6802218,MIMOSA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802218,MIMOSA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802218,MIMOSA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,135,1,Tangerina - unidade média
6802218,MIMOSA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,100,1,Tangerina - unidade pequena
6802223,TANJA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802223,TANJA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802223,TANJA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,135,1,Tangerina - unidade média
6802227,MARICOTA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802227,MARICOTA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802227,MARICOTA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,135,1,Tangerina - unidade média
6802407,LARANJINHA JAPONESA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802407,LARANJINHA JAPONESA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802407,LARANJINHA JAPONESA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,18,14,Laranjinha japonesa - unidade
6802501,CANA DE ACUCAR,99,NAO SE APLICA,67,GOMO,81,PEDACO,19,14,Cana de açúcar - pedaço de 3cm
6802501,CANA DE ACUCAR,99,NAO SE APLICA,68,GRAMA,81,PEDACO,1,15,Grama
6802501,CANA DE ACUCAR,99,NAO SE APLICA,81,PEDACO,81,PEDACO,19,14,Cana de açúcar - pedaço de 3cm
6802501,CANA DE ACUCAR,99,NAO SE APLICA,94,QUILO,81,PEDACO,1000,15,Quilo
6802601,ABACAXI,99,NAO SE APLICA,3,BANDA,96,RODELA,375,1,Abacaxi -1/2 unidade média
6802601,ABACAXI,99,NAO SE APLICA,22,COPO MEDIO,96,RODELA,100,15,Diluição para o preparo de 1 copo médio
6802601,ABACAXI,99,NAO SE APLICA,32,FATIA,96,RODELA,75,1,Abacaxi - fatia média
6802601,ABACAXI,99,NAO SE APLICA,68,GRAMA,96,RODELA,1,15,Grama
6802601,ABACAXI,99,NAO SE APLICA,81,PEDACO,96,RODELA,11,7,Abacaxi -1 cubo
6802601,ABACAXI,99,NAO SE APLICA,87,PORCAO,96,RODELA,130,2,Abacaxi - porção Guia Alimenar
6802601,ABACAXI,99,NAO SE APLICA,94,QUILO,96,RODELA,1000,15,Quilo
6802601,ABACAXI,99,NAO SE APLICA,96,RODELA,96,RODELA,75,1,Abacaxi - fatia média
6802601,ABACAXI,99,NAO SE APLICA,103,UNIDADE,96,RODELA,750,1,Abacaxi - unidade média
6802601,ABACAXI,99,NAO SE APLICA,104,UNIDADE PEQUENA,96,RODELA,480,1,Abacaxi - unidade pequena
6802602,ANANAS,99,NAO SE APLICA,68,GRAMA,96,RODELA,1,15,Grama
6802602,ANANAS,99,NAO SE APLICA,94,QUILO,96,RODELA,1000,15,Quilo
6802602,ANANAS,99,NAO SE APLICA,96,RODELA,96,RODELA,75,1,Abacaxi - fatia média
6802701,ABACATE,99,NAO SE APLICA,3,BANDA,103,UNIDADE,215,1,Abacate -1/2 unidade média
6802701,ABACATE,99,NAO SE APLICA,16,COLHER DE SOPA,103,UNIDADE,45,1,Abacate - colher de sopa cheio picado
6802701,ABACATE,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,200,1,Abacate - copo duplo cheio picado
6802701,ABACATE,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,200,1,Abacate - copo duplo cheio picado
6802701,ABACATE,99,NAO SE APLICA,32,FATIA,103,UNIDADE,90,1,Abacate - 2 colheres de sopa cheio picado
6802701,ABACATE,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802701,ABACATE,99,NAO SE APLICA,78,METADE,103,UNIDADE,215,1,Abacate -1/2 unidade média
6802701,ABACATE,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,22.5,1,Abacate - 1/2 colher de sopa cheio picado
6802701,ABACATE,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,45,2,Abacate - porção Guia Alimentar
6802701,ABACATE,99,NAO SE APLICA,90,POTE,103,UNIDADE,175,1,Abacate - 1/2 prato raso
6802701,ABACATE,99,NAO SE APLICA,91,PRATO DE SOBREMESA,103,UNIDADE,175,1,Abacate - 1/2 prato raso
6802701,ABACATE,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802701,ABACATE,99,NAO SE APLICA,101,TACA,103,UNIDADE,175,1,Abacte - 1/2 prato raso
6802701,ABACATE,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,430,1,Abacate - unidade média
6802701,ABACATE,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,370,1,Abacate - unidade pequena
6802801,CAQUI,99,NAO SE APLICA,32,FATIA,103,UNIDADE,27.5,1,Caqui - 1/4 unidade média
6802801,CAQUI,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802801,CAQUI,99,NAO SE APLICA,78,METADE,103,UNIDADE,55,1,Caqui - 1/2 unidade média
6802801,CAQUI,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,27.5,1,Caqui - 1/4 unidade média
6802801,CAQUI,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802801,CAQUI,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,110,1,Caqui - unidade média
6802801,CAQUI,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,85,1,Caqui - unidade pequena
6802901,FIGO,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6802901,FIGO,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,60,9,Figo - porção
6802901,FIGO,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6802901,FIGO,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,55,1,Figo - unidade média
6803001,MACA,99,NAO SE APLICA,3,BANDA,103,UNIDADE,75,1,Maçã - 1/2 unidade média
6803001,MACA,99,NAO SE APLICA,32,FATIA,103,UNIDADE,37.5,1,Maçã - 1/4 unidade média
6803001,MACA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803001,MACA,99,NAO SE APLICA,78,METADE,103,UNIDADE,75,1,Maçã - 1/2 unidade média
6803001,MACA,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,37.5,1,Maçã - 1/4 unidade média
6803001,MACA,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,130,2,Maçã - porção Guia Alimentar
6803001,MACA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803001,MACA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,150,1,Maçã - unidade média
6803001,MACA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,90,1,Maçã - unidade pequena
6803101,MAMAO,99,NAO SE APLICA,3,BANDA,32,FATIA,155,1,Mamão papaya - 1/2 unidade média
6803101,MAMAO,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,32,FATIA,70,1,Mamão papaya - colher de arroz cheia
6803101,MAMAO,99,NAO SE APLICA,16,COLHER DE SOPA,32,FATIA,40,1,Mamão papaya - colher de sopa cheia
6803101,MAMAO,99,NAO SE APLICA,17,CONCHA,32,FATIA,140,1,Mamão papaya - 2 colheres de arroz cheia
6803101,MAMAO,99,NAO SE APLICA,32,FATIA,32,FATIA,170,1,Mamão - fatia média
6803101,MAMAO,99,NAO SE APLICA,68,GRAMA,32,FATIA,1,15,Grama
6803101,MAMAO,99,NAO SE APLICA,78,METADE,32,FATIA,155,1,Mamão papaya - 1/2 unidade média
6803101,MAMAO,99,NAO SE APLICA,81,PEDACO,32,FATIA,120,7,Mamão papaya - pedaço pequeno
6803101,MAMAO,99,NAO SE APLICA,87,PORCAO,32,FATIA,160,2,Mamão formosa - porção Guia Alimentar
6803101,MAMAO,99,NAO SE APLICA,91,PRATO DE SOBREMESA,32,FATIA,165,1,Mamão papaya - copo pequeno picado
6803101,MAMAO,99,NAO SE APLICA,94,QUILO,32,FATIA,1000,15,Quilo
6803101,MAMAO,99,NAO SE APLICA,96,RODELA,32,FATIA,170,1,Mamão - fatia média
6803101,MAMAO,99,NAO SE APLICA,101,TACA,32,FATIA,165,1,Mamão papaya - copo pequeno picado
6803101,MAMAO,99,NAO SE APLICA,103,UNIDADE,32,FATIA,310,1,Mamão papaya - unidade média
6803101,MAMAO,99,NAO SE APLICA,104,UNIDADE PEQUENA,32,FATIA,270,1,Mamão papaya - unidade pequena
6803108,PAPAIA,99,NAO SE APLICA,32,FATIA,103,UNIDADE,120,7,Mamão papaya - pedaço pequeno
6803108,PAPAIA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803108,PAPAIA,99,NAO SE APLICA,78,METADE,103,UNIDADE,155,1,Mamão papaya - 1/2 unidade média
6803108,PAPAIA,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,120,7,Mamão papaya - pedaço pequeno
6803108,PAPAIA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803108,PAPAIA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,310,1,Mamão papaya - unidade média
6803108,PAPAIA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,270,1,Mamão papaya - unidade pequena
6803201,MANGA,99,NAO SE APLICA,3,BANDA,103,UNIDADE,70,1,Manga - 1/2 unidade média
6803201,MANGA,99,NAO SE APLICA,12,COLHER DE ARROZ/SERVIR,103,UNIDADE,44,2,Manga hadden - 2 fatias
6803201,MANGA,99,NAO SE APLICA,16,COLHER DE SOPA,103,UNIDADE,22,2,Manga hadden - fatia
6803201,MANGA,99,NAO SE APLICA,32,FATIA,103,UNIDADE,22,2,Manga hadden - fatia
6803201,MANGA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803201,MANGA,99,NAO SE APLICA,78,METADE,103,UNIDADE,70,1,Manga - 1/2 unidade média
6803201,MANGA,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,22,2,Manga hadden - fatia
6803201,MANGA,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,110,2,Manga - porção Guia Alimentar
6803201,MANGA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803201,MANGA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,140,1,Manga - espada média
6803201,MANGA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,60,1,Manga - espada pequena
6803215,MANGUITO,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803215,MANGUITO,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803215,MANGUITO,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,70,1,Manga - 1/2 espada média
6803301,MARACUJA,99,NAO SE APLICA,18,COPO AMERICANO,103,UNIDADE,62.5,15,Diluição para o preparo de 1 copo americano
6803301,MARACUJA,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6803301,MARACUJA,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6803301,MARACUJA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803301,MARACUJA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803301,MARACUJA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,45,1,Maracujá - unidade média
6803401,MELANCIA,99,NAO SE APLICA,18,COPO AMERICANO,32,FATIA,62.5,15,Diluição para o preparo de 1 copo americano
6803401,MELANCIA,99,NAO SE APLICA,21,COPO GRANDE,32,FATIA,125,15,Diluição para o preparo de 1 copo grande
6803401,MELANCIA,99,NAO SE APLICA,22,COPO MEDIO,32,FATIA,100,15,Diluição para o preparo de 1 copo médio
6803401,MELANCIA,99,NAO SE APLICA,32,FATIA,32,FATIA,200,1,Melancia - fatia média
6803401,MELANCIA,99,NAO SE APLICA,68,GRAMA,32,FATIA,1,15,Grama
6803401,MELANCIA,99,NAO SE APLICA,81,PEDACO,32,FATIA,150,7,Melancia - pedaço médio
6803401,MELANCIA,99,NAO SE APLICA,87,PORCAO,32,FATIA,296,2,Melancia - porção Guia Alimentar
6803401,MELANCIA,99,NAO SE APLICA,94,QUILO,32,FATIA,1000,15,Quilo
6803501,MELAO,99,NAO SE APLICA,3,BANDA,32,FATIA,330,1,Melão - 1/2 unidade média
6803501,MELAO,99,NAO SE APLICA,32,FATIA,32,FATIA,90,1,Melão - fatia média
6803501,MELAO,99,NAO SE APLICA,68,GRAMA,32,FATIA,1,15,Grama
6803501,MELAO,99,NAO SE APLICA,81,PEDACO,32,FATIA,22.5,1,Melão - 1/4 fatia média
6803501,MELAO,99,NAO SE APLICA,87,PORCAO,32,FATIA,230,2,Melão - porção Guia Alimentar
6803501,MELAO,99,NAO SE APLICA,94,QUILO,32,FATIA,1000,15,Quilo
6803501,MELAO,99,NAO SE APLICA,103,UNIDADE,32,FATIA,660,1,Melão - unidade média
6803601,PERA,99,NAO SE APLICA,3,BANDA,103,UNIDADE,65,1,Pêra - 1/2 unidade média
6803601,PERA,99,NAO SE APLICA,32,FATIA,103,UNIDADE,32.5,1,Pêra - 1/4 unidade média
6803601,PERA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803601,PERA,99,NAO SE APLICA,78,METADE,103,UNIDADE,65,1,Pêra - 1/2 unidade
6803601,PERA,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,32.5,1,Pêra - 1/4 unidade média
6803601,PERA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803601,PERA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,130,1,Pêra - unidade média
6803601,PERA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,97.5,1,Pêra - 75% unidade média
6803701,PESSEGO,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803701,PESSEGO,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,15,1,Pêssego - 1/4 unidade média
6803701,PESSEGO,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,226,2,Pêssego - porção Guia Alimentar
6803701,PESSEGO,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803701,PESSEGO,99,NAO SE APLICA,101,TACA,103,UNIDADE,80,8,Doce de pêssego - 1 unidade
6803701,PESSEGO,99,NAO SE APLICA,102,TIGELA,103,UNIDADE,80,8,Doce de pêssego - 1 unidade
6803701,PESSEGO,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,60,1,Pêssego - unidade média
6803701,PESSEGO,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,32,1,Pêssego - unidade pequena
6803801,FRUTA DE CONDE,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803801,FRUTA DE CONDE,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803801,FRUTA DE CONDE,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,60,1,Fruta do conde - unidade média
6803802,PINHA (FRUTA DE CONDE),99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803802,PINHA (FRUTA DE CONDE),99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803802,PINHA (FRUTA DE CONDE),99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,60,1,Fruta do conde - unidade média
6803802,PINHA (FRUTA DE CONDE),99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,45,1,Fruta do conde - 75% unidade média
6803803,ATA,99,NAO SE APLICA,3,BANDA,103,UNIDADE,30,1,Fruta do conde - 1/2 unidade média
6803803,ATA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6803803,ATA,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,15,1,Fruta do conde - 1/4 unidade média
6803803,ATA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6803803,ATA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,60,1,Fruta do conde - unidade média
6803901,UVA,99,NAO SE APLICA,2,BAGO,8,CACHO,8,1,Uva - unidade média
6803901,UVA,99,NAO SE APLICA,8,CACHO,8,CACHO,170,1,Uva - cacho pequeno
6803901,UVA,99,NAO SE APLICA,18,COPO AMERICANO,8,CACHO,70,7,Uva - 1/2 tigela
6803901,UVA,99,NAO SE APLICA,20,COPO DE REQUEIJAO,8,CACHO,140,7,Uva - tigela
6803901,UVA,99,NAO SE APLICA,21,COPO GRANDE,8,CACHO,140,7,Uva - tigela
6803901,UVA,99,NAO SE APLICA,22,COPO MEDIO,8,CACHO,140,7,Uva - tigela
6803901,UVA,99,NAO SE APLICA,23,COPO TULIPA,8,CACHO,140,7,Uva - tigela
6803901,UVA,99,NAO SE APLICA,67,GOMO,8,CACHO,8,1,Uva - unidade média
6803901,UVA,99,NAO SE APLICA,68,GRAMA,8,CACHO,1,15,Grama
6803901,UVA,99,NAO SE APLICA,87,PORCAO,8,CACHO,99.2,2,Uva comum - porção Guia Alimentar
6803901,UVA,99,NAO SE APLICA,88,PUNHADO,8,CACHO,170,1,Uva - cacho pequeno
6803901,UVA,99,NAO SE APLICA,94,QUILO,8,CACHO,1000,15,Quilo
6803901,UVA,99,NAO SE APLICA,103,UNIDADE,8,CACHO,8,1,Uva - unidade média
6803901,UVA,99,NAO SE APLICA,104,UNIDADE PEQUENA,8,CACHO,4,1,Uva - unidade pequena
6803912,UVA PASSA,99,NAO SE APLICA,15,COLHER DE SOBREMESA,16,COLHER DE SOPA,9,1,Uva passa - 1/2 colher de sopa cheia
6803912,UVA PASSA,99,NAO SE APLICA,16,COLHER DE SOPA,16,COLHER DE SOPA,18,1,Uva passa - colher de sopa cheia
6803912,UVA PASSA,99,NAO SE APLICA,68,GRAMA,16,COLHER DE SOPA,1,15,Grama
6803912,UVA PASSA,99,NAO SE APLICA,87,PORCAO,16,COLHER DE SOPA,36,1,Uva passa - 2 colheres de sopa cheia
6803912,UVA PASSA,99,NAO SE APLICA,94,QUILO,16,COLHER DE SOPA,1000,15,Quilo
6803912,UVA PASSA,99,NAO SE APLICA,103,UNIDADE,16,COLHER DE SOPA,0.3,1,Uva passa - unidade
6804001,JENIPAPO,99,NAO SE APLICA,18,COPO AMERICANO,103,UNIDADE,62.5,15,Diluição para o preparo de 1 copo americano
6804001,JENIPAPO,99,NAO SE APLICA,20,COPO DE REQUEIJAO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6804001,JENIPAPO,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6804001,JENIPAPO,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6804001,JENIPAPO,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6804001,JENIPAPO,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6804001,JENIPAPO,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,60,9,Jenipapo - unidade pequena
6804101,JACA,99,NAO SE APLICA,2,BAGO,2,BAGO,12,1,Jaca - bago
6804101,JACA,99,NAO SE APLICA,22,COPO MEDIO,2,BAGO,100,15,Diluição para o preparo de 1 copo médio
6804101,JACA,99,NAO SE APLICA,68,GRAMA,2,BAGO,1,15,Grama
6804101,JACA,99,NAO SE APLICA,87,PORCAO,2,BAGO,132,2,Jaca - porção Guia Alimentar
6804101,JACA,99,NAO SE APLICA,94,QUILO,2,BAGO,1000,15,Quilo
6804101,JACA,99,NAO SE APLICA,101,TACA,2,BAGO,150,1,Jaca - 1/2 prato raso
6804101,JACA,99,NAO SE APLICA,102,TIGELA,2,BAGO,150,1,Jaca - 1/2 prato raso
6804201,GOIABA,99,NAO SE APLICA,3,BANDA,103,UNIDADE,85,1,Goiaba - 1/2 unidade média
6804201,GOIABA,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6804201,GOIABA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6804201,GOIABA,99,NAO SE APLICA,81,PEDACO,103,UNIDADE,42.5,1,Goiaba - 1/4 unidade média
6804201,GOIABA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6804201,GOIABA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,170,1,Goiaba - unidade média
6804201,GOIABA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,50,9,Goiaba - unidade pequena
6804203,ARACA ACU (GOIABA),99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6804203,ARACA ACU (GOIABA),99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6804203,ARACA ACU (GOIABA),99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,170,1,Goiaba - unidade média
6804301,AMEIXA,99,NAO SE APLICA,16,COLHER DE SOPA,103,UNIDADE,25,8,Ameixa em calda - colher de sopa
6804301,AMEIXA,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6804301,AMEIXA,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6804301,AMEIXA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6804301,AMEIXA,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,30,2,Ameixa preta - porção Guia Alimentar
6804301,AMEIXA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6804301,AMEIXA,99,NAO SE APLICA,101,TACA,103,UNIDADE,100,8,Ameixa em calda - 4 colheres de sopa
6804301,AMEIXA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,42,1,Ameixa preta fresca - unidade média
6804301,AMEIXA,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,34,1,Ameixa preta fresca - unidade pequena
6804401,CAJU,99,NAO SE APLICA,18,COPO AMERICANO,103,UNIDADE,62.5,15,Diluição para o preparo de 1 copo americano
6804401,CAJU,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6804401,CAJU,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6804401,CAJU,99,NAO SE APLICA,23,COPO TULIPA,103,UNIDADE,120.8,15,Diluição para o preparo de 1 tulipa
6804401,CAJU,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6804401,CAJU,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6804401,CAJU,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,90,1,Caju - unidade média
6804401,CAJU,99,NAO SE APLICA,104,UNIDADE PEQUENA,103,UNIDADE,80,1,Caju - unidade pequena
6804501,CEREJA,99,NAO SE APLICA,68,GRAMA,103,UNIDADE,1,15,Grama
6804501,CEREJA,99,NAO SE APLICA,72,LATA (350 ML),103,UNIDADE,350,15,lata de 350ml
6804501,CEREJA,99,NAO SE APLICA,87,PORCAO,103,UNIDADE,96,2,Cereja fresca - porção
6804501,CEREJA,99,NAO SE APLICA,94,QUILO,103,UNIDADE,1000,15,Quilo
6804501,CEREJA,99,NAO SE APLICA,103,UNIDADE,103,UNIDADE,6.8,1,Cereja - unidade
6804601,CAJA MANGA,99,NAO SE APLICA,18,COPO AMERICANO,103,UNIDADE,62.5,15,Diluição para o preparo de 1 copo americano
6804601,CAJA MANGA,99,NAO SE APLICA,20,COPO DE REQUEIJAO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
6804601,CAJA MANGA,99,NAO SE APLICA,21,COPO GRANDE,103,UNIDADE,125,15,Diluição para o preparo de 1 copo grande
6804601,CAJA MANGA,99,NAO SE APLICA,22,COPO MEDIO,103,UNIDADE,100,15,Diluição para o preparo de 1 copo médio
